,id,title,price,available_quantity,city,state,seller,Brand
9,MLA1313762462,Smart Tv Kodak We-32mt005 Led Hd 32  220v,50499.0,500,Garín,Buenos Aires,MULTI.HOGAR,SMARTV
10,MLA1368530925,Smart Tv Sansei Tds2332hichpi Led Hd 32 Android Tv 220v,54499.0,150,Monte Chingolo,Buenos Aires,PILISAR 33709180849,SMARTV
11,MLA1317786720,Soporte Lcd Led Fijo Tv 43 42 40 32 24 Ss2020 Vesa 20x20,1699.0,500,Palermo,Capital Federal,SMARTSOPORTES,SMARTV
12,MLA1421858046,Smart Noblex 50  91dk50x6550 4k Sistema Vidaa,113499.0,150,Monte Chingolo,Buenos Aires,PILISAR 33709180849,SMARTV
13,MLA1365500276,Smart Tv Quint 43 Qt1-43frame Led 1080p Fhd Wifi Linux,71999.0,150,Parque Patricios,Capital Federal,DMAKER SA,SMARTV
14,MLA1365591847,Smart Tv 43 Skyworth Led Hd Android Tv,89999.0,1,Monte Castro,Capital Federal,ITECOM DIGITAL,SMARTV
15,MLA897638957,Control Remoto En2h27 Para Smart Bgh Noblex Sanyo Jvc Otras,2398.98,100,Córdoba,Córdoba,GALLIO ELECTRÓNICA,SMARTV
16,MLA751842852,Control Remoto Universal Smart Tv Led Lcd Netflix Youtube   ,1499.0,250,Boedo,Capital Federal,ELECTRO LAND,SMARTV
17,MLA1289285321,Tv 32 Smart Full Hd 1366px 768px Led Dtv Netflix Youtube,50499.0,500,Garín,Buenos Aires,MULTI.HOGAR,SMARTV
18,MLA918462579,Soporte Iofi Sp-247 De Pared Para Tv/monitor De 75   Negro,16749.33,500,Parque Patricios,Capital Federal,IOFIONLINE,SMARTV
19,MLA1377070100,Tv Led 4k 50  Noblex Dk50x7500  Uhd Smart Netflix Tda,112499.0,1,Parque Patricios,Capital Federal,DMAKER SA,SMARTV
20,MLA918945391,Soporte Tv Led Lcd Iofi Con Inclinación 42 43 48 50 55 60 70,3044.13,250,Parque Patricios,Capital Federal,IOFIONLINE,SMARTV
21,MLA1398431376,Smart Tv Philips 6900 Series 43pfd6917/77 Led Android 10 Full Hd 43  110v/240v,88609.5,1,Liniers,Capital Federal,IMPORTODOOESTE,SMARTV
22,MLA1345893161,Auriculares In-ear Gamer Inalámbricos Xiaomi Mi True Wireless Earbuds Basic 2 Twsej061ls X 1 Unidades Negro,6799.0,100,floresta,Capital Federal,TOUCH.DIGITAL,SMARTV
23,MLA1337400346,Emisor Transmisor Receptor Bluetooth Audio Tv Smart 2 Puntos,5499.0,1,Buenos Aires,Capital Federal,NYT SRL,SMARTV
24,MLA1415963428,Soporte Tele 32 43 50 55 Extensor Reforzado Doble Brazo 30kg,11961.0,1,Villa Martelli,Buenos Aires,CASAMENDOZA,SMARTV
25,MLA897720032,Control Remoto Para LG Smart Tv Netflix,2498.98,50,Córdoba,Córdoba,GALLIO ELECTRÓNICA,SMARTV
26,MLA1247566431,Smart Tv Noblex Dk32x7000pi Led Hd 32 Android Tv,58170.0,1,Córdoba,Córdoba,SATURNO-HOGAR,SMARTV
27,MLA1127652346,Control Remoto Para Philips Smart Con Tecla Netflix Youtube,2698.98,100,Córdoba,Córdoba,GALLIO ELECTRÓNICA,SMARTV
28,MLA1359567076,Emisor Transmisor Receptor Bluetooth Audio Tv Smart Btaudio ,2399.0,1,Buenos Aires,Capital Federal,NYT SRL,SMARTV
29,MLA1344963316,Soporte Fijo Para Tele Led Smart 26 A 55 Pulgadas Exahome Negro Universal Vesa 400x400,2849.05,100,Villa Urquiza,Capital Federal,EXAHOME TO,SMARTV
30,MLA1411992710,Soporte Tv Lcd Led 26 32 40 42 49 50 55 60 2 Brazos Móvil Horizontal Basculante Vertical 50cm 55kg Vesa Hasta 40cm,14033.0,150,Castelar,Buenos Aires,FASE.COM.AR,SMARTV
31,MLA872850615,Control Remoto Smart Tv Para Samsung Todos Los Modelos,2672.0,500,ALMAGRO CABALLITO VILLA CRESPO PARQUE CENTENARIO,Capital Federal,CENTERTRONIC,SMARTV
32,MLA1362425879,Smart Tv Samsung Series 4 Un32t4300agczb Led Tizen Hd 32  220v - 240v,72818.21,50,Ranelagh,Buenos Aires,PEROZZI_E_HIJO,SMARTV
33,MLA1225758582,Smart Tv Bgh B4322fs5a Led Android Tv Full Hd 43  220v,90999.0,1,Rosario,Santa Fe,NOVOGAR,SMARTV
34,MLA1256022071,Smart Tv LG Ai Thinq 50up7750psb Lcd Webos 6.0 4k 50  100v/240v,165799.0,1,Rosario,Santa Fe,NOVOGAR,SMARTV
35,MLA904989587,Tiras Led Hitachi Cdh-le32smart10 Rca L32nxsmart L32s4900,8380.0,50,Mar del Plata,Buenos Aires,HARDINGMDP,SMARTV
36,MLA1112720497,Soporte Shirka Sk-471 De Pared Para Tv/monitor De 65   Negro,2819.06,500,Parque Patricios,Capital Federal,IOFIONLINE,SMARTV
37,MLA1414772600,Smart Tv Rca 40 Led Full Hd Android Netflix Youtube 110/240v,89998.8,50,Ranelagh,Buenos Aires,PEROZZI_E_HIJO,SMARTV
38,MLA1133471471,"Control Remoto Para Samsung Led Smart 4k Con Netflix, Amazon",2698.98,1,Córdoba,Córdoba,GALLIO ELECTRÓNICA,SMARTV
39,MLA1364513198,Smart Tv Hitachi Cdh-le40smart21 Android Tv Full Hd 40  220v,79999.0,50,Parque Patricios,Capital Federal,AGEN-SA,SMARTV
40,MLA1413558184,Smart Tv Noblex Dr32x7000pi Led Hd 32'' Con Android Tv,79999.0,1,Barracas,Capital Federal,HYT.COM.AR,SMARTV
41,MLA1349026836,"Soporte Lcd Led Smart Tv 32 40 42 43, Mi40 Brazo Movible",4799.0,1,Palermo,Capital Federal,CINEMASOPORTES,SMARTV
42,MLA1147303407,Control Remoto Smart Tv Para Samsung Todos Los Modelos,2499.0,50,Merlo,Buenos Aires,ANTENASOESTE,SMARTV
43,MLA1148941757,Smart Tv Samsung Series 7 Un55au7000gczb Led Tizen 4k 55  220v - 240v,229999.0,250,Villa Celina,Buenos Aires,MERCADOLIBRE ELECTRONICA_AR,SMARTV
44,MLA1380622582,Soporte Nakan Spl-570e De Pared Para Tv/monitor De 10  A 32  Negro,4350.0,1,Villa Pueyrredón,Capital Federal,TITANIUM-STORE,SMARTV
45,MLA932950403,Soporte Nakan Spl 375 De Pared Para Tv/monitor De 26  A 60  Negro,12149.0,50,Castelar,Buenos Aires,FASE.COM.AR,SMARTV
46,MLA897887834,Control Remoto Para Smart Rca Tcl Hitachi,2398.98,1,Córdoba,Córdoba,GALLIO ELECTRÓNICA,SMARTV
47,MLA1295267905,The Freestyle Proyector Portatil Samsung Fhd 100  Smart Tv Audio 360 Hdr 110v/220v,263999.0,1,Liniers,Capital Federal,IMPORTADORAFOTOGRAFICA,SMARTV
48,MLA1149169085,Smart Tv Bgh Led Uhd 4k Android Pne040263 220v,110999.0,1,Villa Celina,Buenos Aires,MERCADOLIBRE ELECTRONICA_AR,SMARTV
49,MLA1369172429,Soporte Skyway Sk-st4 De Pared Para Tv/monitor De 32  A 55  Negro,3499.0,1,Buenos Aires,Capital Federal,ZTECNO,SMARTV
0,MLA1123991514,Amazon Fire Tv Stick Control De Voz 3.ª Generación Full Hd 8gb Negro Con 1gb De Memoria Ram,23499.0,1,San Cristobal,Capital Federal,TECNEC S.A,AMAZON
1,MLA1142247219,Amazon Fire Tv Stick 4k Control De Voz 4k 8gb Negro Con 1.5gb De Memoria Ram,26500.0,1,Paraná,Entre Ríos,ALTAVISTA COMPUTACION,AMAZON
2,MLA1405962198,Amazon Fire Tv Stick Lite Edición 2022 Control De Voz Full Hd 8gb Negro,22899.0,1,San Cristobal,Capital Federal,VIER TECH,AMAZON
